"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","G01Q30_researcher","G01Q30_code","department","sex","birth","year","order","entrance","entrance_other","locality","attempt","attempt_other","activities_education","activities_research","activities_entertainment","activities_socialnet","activities_busdevelop","activities_shopping","activities_gambling","activities_creativity","activities_other","frequency_friends","frequency_cultural","frequency_tavern","frequency_sports","frequency_museum","frequency_excursion","frequency_cinema","dropout_Aca01","dropout_Aca03","dropout_Aca04","dropout_Pers06","dropout_Pers08","dropout_Pers09","dropout_Inst12","dropout_Inst13","dropout_Inst14","dropout_Soc16","dropout_Soc20","dropout_SocNew","dropout_Eco22","dropout_Eco23","dropout_Eco24","affcomm_ac1","affcomm_ac2","affcomm_ac3","affcomm_ac4","affcomm_ac5","affcomm_ac6","burnout_ex01","burnout_ex03","burnout_ex04","burnout_md09","burnout_md11","burnout_md13","burnout_ci14","burnout_ci17","burnout_ci18","burnout_ei19","burnout_ei20","burnout_ei23","burnout_plc01","burnout_plc02","burnout_plc03","burnout_plc04","burnout_plc05","burnout_psc06","burnout_psc07","burnout_psc08","burnout_psc09","burnout_psc10","engagement_VI1","engagement_VI2","engagement_DE2","engagement_DE3","engagement_VI3","engagement_AB3","engagement_DE4","engagement_AB4","engagement_AB5","iat_TM01","iat_TM02","iat_EC03","iat_EC04","iat_TM05","iat_WN06","iat_WN07","iat_WN08","iat_WN09","iat_EC10","iat_EC11","iat_EC12","iat_EC13","iat_TM14","iat_EC15","iat_TM16","iat_TM17","iat_EC18","iat_EC19","iat_EC20","hads01","hads02","hads03","hads04","hads05","hads06","hads07","hads08","hads09","hads10","hads11","hads12","hads13","hads14","interviewtime","groupTime283","G01Q30Time","departmentTime","sexTime","birthTime","yearTime","orderTime","entranceTime","localityTime","attemptTime","activitiesTime","frequencyTime","groupTime282","dropoutTime","affcommTime","burnoutTime","engagementTime","iatTime","groupTime285","hads01Time","hads02Time","hads03Time","hads04Time","hads05Time","hads06Time","hads07Time","hads08Time","hads09Time","hads10Time","hads11Time","hads12Time","hads13Time","hads14Time","lca_class","cluster.x","student_profile","cluster.y","cluster"
2260,2024-01-29 22:29:09,3,"el",1129473396,2024-01-29 22:23:58,2024-01-29 22:29:09,"85.75.98.0","Α",1986,"mecen",2,2003,3,1,1,NA,"1","1",NA,1,1,1,1,NA,1,NA,NA,NA,4,2,4,4,2,3,2,5,5,3,6,4,3,2,3,4,4,1,7,6,6,6,"SQ005","SQ006","SQ003","SQ003","SQ004","SQ004",4,4,3,3,2,1,3,3,3,3,2,2,2,3,4,2,3,1,2,2,5,3,4,4,4,3,5,5,4,3,3,4,2,1,0,2,4,1,3,2,2,1,2,0,1,1,4,4,4,1,2,"A2","D3","D1","A1","A1","D1","D1","A1","A2","D1","D1","A1","A1","D0",309.38,73.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.56,NA,NA,NA,NA,NA,50.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2261,2024-01-29 22:35:55,3,"el",760651991,2024-01-29 22:30:20,2024-01-29 22:35:55,"85.75.98.0","Α",1987,"mecen",1,2003,3,1,1,NA,"1","1",NA,NA,NA,1,1,1,1,1,NA,NA,4,2,4,5,2,2,3,4,4,5,6,1,2,3,1,3,1,1,3,4,4,4,"SQ002","SQ004","SQ003","SQ006","SQ006","SQ002",4,2,2,4,4,3,3,3,3,1,1,1,2,2,3,1,1,1,1,2,2,1,1,2,1,1,2,0,2,2,2,2,0,0,1,1,2,0,1,2,2,3,2,2,0,3,4,4,0,1,0,"A1","D1","D0","A0","A1","D0","D1","A1","A2","D0","D1","A1","A2","D1",331.03,103.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.99,NA,NA,NA,NA,NA,43.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"3","Balanced_Learners","3","3"
2262,2024-01-29 22:44:35,3,"el",387442205,2024-01-29 22:36:45,2024-01-29 22:44:35,"85.75.98.0","Α",1988,"mecen",2,2003,3,1,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,NA,4,2,2,4,2,3,2,7,5,3,1,1,5,4,3,2,1,1,5,6,5,3,"SQ004","SQ004","SQ003","SQ004","SQ004","SQ006",3,3,2,2,3,1,4,4,4,1,1,1,1,2,3,3,1,1,1,2,2,2,2,1,1,1,0,2,4,0,3,3,0,0,1,2,3,0,2,0,1,3,0,0,0,2,4,3,2,1,2,"A1","D1","D2","A1","A1","D0","D1","A2","A1","D1","D1","A1","A2","D2",466.99,85.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.72,NA,NA,NA,NA,NA,56.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2263,2024-01-29 23:11:09,3,"el",1242660962,2024-01-29 23:04:44,2024-01-29 23:11:09,"85.75.98.0","Α",1989,"mecen",2,2003,3,1,1,NA,"1","1",NA,1,1,1,1,NA,NA,NA,NA,NA,4,3,4,4,2,2,2,6,6,3,2,1,6,5,5,4,3,3,5,5,4,5,"SQ005","SQ006","SQ006","SQ004","SQ004","SQ005",3,4,4,2,2,4,4,5,5,3,4,5,5,5,5,4,4,4,4,3,4,4,3,3,5,5,2,4,5,5,4,4,4,1,0,1,4,3,1,3,3,3,3,2,3,2,3,2,3,1,2,"A3","D2","D3","A1","A2","D1","D2","A3","A2","D0","D1","A2","A3","D3",381.71,111.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.52,NA,NA,NA,NA,NA,72.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2264,2024-01-29 23:18:01,3,"el",2058357413,2024-01-29 23:11:55,2024-01-29 23:18:01,"85.75.98.0","Α",1990,"mecen",1,2003,3,2,1,NA,"N","1",NA,1,1,1,1,NA,1,1,NA,NA,4,3,3,5,2,2,2,6,4,5,2,1,5,3,3,2,2,1,6,4,6,6,"SQ007","SQ007","SQ007","SQ005","SQ005","SQ007",4,4,4,2,1,3,2,2,4,5,5,4,4,4,4,4,2,2,1,2,3,1,2,2,4,5,2,2,5,5,4,3,4,1,1,3,2,0,4,4,3,2,0,1,2,1,4,3,4,2,1,"A3","D2","D1","A1","A2","D1","D2","A2","A2","D1","D1","A1","A2","D2",362.62,99.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.22,NA,NA,NA,NA,NA,62.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2265,2024-01-29 23:23:11,3,"el",1534317417,2024-01-29 23:18:16,2024-01-29 23:23:11,"85.75.98.0","Α",1991,"mecen",2,2003,3,2,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,1,3,3,3,2,3,3,3,5,5,4,1,1,6,6,4,5,2,1,7,7,6,6,"SQ005","SQ004","SQ002","SQ002","SQ002","SQ005",4,4,4,4,2,3,4,4,4,2,2,2,2,4,4,2,3,1,1,2,2,2,2,2,4,4,2,2,4,1,3,3,3,0,0,2,0,2,3,2,3,2,2,3,3,2,2,2,1,3,0,"A1","D1","D0","A0","A3","D1","D1","A1","A2","D0","D4","A0","A0","D0",292.43,100.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.68,NA,NA,NA,NA,NA,44.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2266,2024-01-29 23:29:22,3,"el",1326898589,2024-01-29 23:23:31,2024-01-29 23:29:22,"85.75.98.0","Α",1992,"mecen",1,2003,3,2,1,NA,"N","1",NA,1,NA,1,1,NA,1,NA,1,NA,3,2,4,4,2,2,2,5,5,6,1,1,6,5,5,5,4,2,6,6,6,7,"SQ006","SQ005","SQ004","SQ003","SQ002","SQ005",4,4,2,3,1,2,3,3,4,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,4,4,2,1,5,3,4,4,1,0,1,2,0,1,2,3,0,3,4,1,0,3,3,4,1,0,0,"A0","D0","D0","A0","A0","D0","D0","A1","A0","D0","D4","A0","A0","D2",347.41,70.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.96,NA,NA,NA,NA,NA,47.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2267,2024-01-29 23:36:29,3,"el",1894697801,2024-01-29 23:29:39,2024-01-29 23:36:29,"85.75.98.0","Α",1993,"mecen",1,2003,3,1,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,NA,4,2,3,4,3,2,3,6,4,4,2,1,6,6,6,5,2,1,7,5,6,6,"SQ006","SQ005","SQ005","SQ004","SQ004","SQ004",3,3,2,2,1,2,2,3,2,2,1,1,1,4,4,3,2,1,1,1,2,1,4,3,3,2,3,2,4,4,2,3,1,0,0,2,1,2,2,4,3,4,3,0,1,2,4,3,3,0,2,"A0","D1","D0","A0","A0","D0","D0","A0","A1","D0","D4","A0","A1","D1",407.5,63.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.37,NA,NA,NA,NA,NA,56.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2268,2024-01-29 23:45:50,3,"el",1594088165,2024-01-29 23:37:02,2024-01-29 23:45:50,"85.75.98.0","Α",1994,"mecen",1,2003,3,3,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,1,3,2,3,4,2,3,2,6,6,3,1,1,6,4,5,3,5,6,6,6,6,6,"SQ006","SQ004","SQ003","SQ004","SQ004","SQ005",4,5,5,3,2,2,4,4,3,2,2,1,3,4,4,1,1,1,1,3,3,1,5,4,5,3,1,2,5,5,5,4,1,0,3,3,2,2,3,2,2,4,3,0,3,3,3,3,2,0,0,"A0","D1","D0","A0","A0","D0","D0","A1","A1","D0","D4","A0","A1","D1",524.89,116.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.55,NA,NA,NA,NA,NA,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2269,2024-01-29 23:56:51,3,"el",664269722,2024-01-29 23:47:04,2024-01-29 23:56:51,"85.75.98.0","Α",1995,"mecen",1,2003,3,1,1,NA,"N","1",NA,1,NA,1,1,NA,1,1,NA,NA,5,2,3,4,1,2,2,3,4,4,2,1,5,5,2,5,1,1,6,5,5,7,"SQ007","SQ004","SQ005","SQ006","SQ006","SQ005",2,3,2,4,3,2,3,2,4,3,3,2,4,5,4,3,3,1,1,2,1,2,2,2,2,2,1,4,2,1,2,4,4,4,1,4,1,1,4,1,2,2,3,1,4,1,3,3,3,1,2,"A2","D1","D1","A1","A1","D1","D1","A2","A1","D1","D1","A2","A2","D0",584.49,93.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.38,NA,NA,NA,NA,NA,56.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2270,2024-01-30 00:05:54,3,"el",646587834,2024-01-29 23:57:46,2024-01-30 00:05:54,"85.75.98.0","Α",1996,"mecen",1,2003,3,2,1,NA,"N","1",NA,1,1,1,NA,NA,1,1,NA,NA,4,3,3,4,3,3,2,5,3,5,4,2,3,5,4,3,4,3,5,7,5,7,"SQ005","SQ004","SQ004","SQ003","SQ003","SQ004",3,4,3,4,3,2,4,4,3,1,1,1,1,2,3,3,4,1,1,1,2,2,1,1,4,3,3,2,2,2,2,3,1,0,0,2,0,1,2,0,0,1,2,0,1,1,3,3,0,1,0,"A1","D1","D0","A1","A0","D2","D0","A1","A1","D0","D1","A0","A1","D0",484.28,89.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.16,NA,NA,NA,NA,NA,86.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2271,2024-01-30 00:13:02,3,"el",130096358,2024-01-30 00:06:10,2024-01-30 00:13:02,"85.75.98.0","Α",1997,"mecen",1,2003,3,1,1,NA,"N",NA,NA,NA,1,1,1,NA,NA,1,NA,NA,4,2,3,4,3,3,3,5,5,6,2,3,4,5,3,4,3,3,3,4,5,5,"SQ006","SQ006","SQ003","SQ002","SQ002","SQ006",3,4,4,3,2,3,4,4,3,2,1,2,2,3,3,1,2,1,3,3,4,3,2,3,4,4,3,2,5,2,4,4,4,2,2,4,2,0,4,1,3,1,1,0,2,1,3,4,4,0,1,"A1","D1","D0","A1","A2","D0","D0","A1","A2","D0","D4","A1","A0","D1",408.28,64.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.55,NA,NA,NA,NA,NA,58.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
2272,2024-01-30 00:20:19,3,"el",1315840711,2024-01-30 00:13:19,2024-01-30 00:20:19,"85.75.98.0","Α",1998,"mecen",1,2003,3,1,1,NA,"N","1",NA,1,NA,1,1,1,NA,NA,NA,1,5,2,3,5,2,2,2,3,3,3,4,1,5,3,3,4,2,1,6,3,3,4,"SQ006","SQ003","SQ002","SQ003","SQ002","SQ006",4,3,3,3,2,3,3,2,4,2,1,1,4,3,3,2,2,3,2,2,3,2,5,4,3,2,3,3,3,1,2,1,2,2,0,3,4,4,2,1,1,1,0,0,3,3,3,3,1,1,1,"A1","D1","D1","A1","A2","D0","D0","A2","A2","D0","D4","A1","A1","D1",416.53,186.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.61,NA,NA,NA,NA,NA,46.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2273,2024-01-30 00:26:51,3,"el",1447996089,2024-01-30 00:20:59,2024-01-30 00:26:51,"85.75.98.0","Α",1999,"mecen",1,2003,3,2,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,NA,4,3,2,4,2,3,2,5,6,3,2,2,4,3,3,5,1,1,5,7,5,7,"SQ004","SQ003","SQ005","SQ003","SQ006","SQ004",3,4,4,4,4,3,5,5,2,1,1,1,1,4,4,3,2,1,1,1,1,2,2,3,2,2,1,1,4,2,3,4,4,1,2,3,5,2,4,3,2,2,2,1,3,1,4,3,3,1,1,"A1","D3","D0","A0","A1","D1","D1","A0","A2","D0","D4","A1","A1","D0",349.55,117.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.53,NA,NA,NA,NA,NA,49.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2274,2024-01-30 00:38:28,3,"el",118071047,2024-01-30 00:27:15,2024-01-30 00:38:28,"85.75.98.0","Α",2000,"mecen",1,2003,3,1,1,NA,"N","1",NA,NA,1,1,1,NA,1,1,1,NA,3,1,3,4,1,2,2,5,4,4,2,1,3,6,3,6,3,1,6,6,6,4,"SQ004","SQ002","SQ007","SQ007","SQ007","SQ001",3,2,3,4,3,3,2,2,4,1,1,1,1,3,3,1,2,1,1,1,2,1,2,1,2,3,1,4,1,1,1,3,1,0,1,3,1,1,4,0,3,2,0,0,1,2,5,3,0,0,0,"A0","D1","D1","A0",NA,NA,"D1","A1","A2","D0","D4","A1","A1","D1",670.66,77.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.19,NA,NA,NA,NA,NA,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2275,2024-01-30 16:02:19,3,"el",1363613087,2024-01-30 15:56:50,2024-01-30 16:02:19,"85.75.98.0","Α",2001,"mecen",1,1982,3,1,2,NA,"1","1",NA,1,1,1,NA,NA,1,NA,1,NA,3,3,3,4,3,4,3,2,2,5,4,1,3,2,2,3,2,2,2,5,4,4,"SQ004","SQ005","SQ002","SQ002","SQ002","SQ004",4,5,4,3,2,2,3,2,2,2,1,2,2,4,4,3,2,2,3,4,4,4,1,2,4,4,2,1,4,4,5,4,3,3,4,2,1,2,1,3,0,1,0,0,1,1,1,3,1,1,0,"A3","D2","D1","A1","A2","D2","D0","A1","A2","D2","D1","A2","A2","D0",326.25,109.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.24,NA,NA,NA,NA,NA,45.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
2276,2024-01-30 16:07:13,3,"el",882397259,2024-01-30 16:02:36,2024-01-30 16:07:13,"85.75.98.0","Α",2002,"mecen",2,2003,3,2,1,NA,"N","1",NA,1,1,1,1,NA,NA,NA,NA,NA,4,2,2,1,2,2,2,5,6,6,2,1,6,3,3,3,5,3,7,6,6,6,"SQ007","SQ006","SQ003","SQ003","SQ005","SQ003",4,4,3,3,1,2,4,4,3,1,2,3,2,4,4,3,2,2,1,2,4,2,2,2,3,2,1,2,5,5,3,5,4,3,1,2,3,4,3,1,0,3,4,1,3,2,3,2,2,0,0,"A1","D0","D1","A2","A2","D1","D1","A2","A2","D0","D1","A1","A1","D0",273.09,66.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.02,NA,NA,NA,NA,NA,52.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
2277,2024-01-30 16:14:14,3,"el",2016839443,2024-01-30 16:07:26,2024-01-30 16:14:14,"85.75.98.0","Α",2003,"mecen",1,2003,3,2,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,NA,4,2,3,4,3,2,2,5,5,5,2,2,4,5,3,3,3,3,5,5,5,6,"SQ005","SQ004","SQ004","SQ004","SQ004","SQ004",3,3,3,1,1,1,2,2,1,1,1,1,3,4,4,2,4,2,4,2,2,2,0,0,2,2,1,1,3,3,2,2,1,0,0,3,2,1,4,3,3,4,1,0,0,3,3,3,0,1,0,"A0","D1","D1","A1","A1","D0","D1","A1","A0","D1","D1","A2","A2","D2",404.43,69.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.44,NA,NA,NA,NA,NA,89.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2278,2024-01-30 18:11:44,3,"el",61626769,2024-01-30 18:05:49,2024-01-30 18:11:44,"5.54.84.0","Β",1,"geolo",2,2003,2,1,1,NA,"N","2",NA,1,NA,1,1,NA,1,NA,NA,NA,3,2,4,1,2,3,4,6,4,5,2,1,6,5,5,5,4,4,6,6,6,6,"SQ006","SQ004","SQ002","SQ001","SQ001","SQ003",3,2,1,1,1,1,3,3,2,1,1,1,3,4,3,2,2,1,2,1,1,4,3,5,5,5,4,5,5,4,4,3,1,1,3,2,2,1,2,1,2,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.82,116.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.76,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
2279,2024-01-30 18:16:56,3,"el",570578310,2024-01-30 18:12:02,2024-01-30 18:16:56,"5.54.84.0","Β",2,"geolo",2,2002,4,3,1,NA,"N","1",NA,NA,1,1,1,NA,1,NA,NA,NA,5,2,4,4,2,2,3,6,4,5,1,1,6,5,6,5,4,4,1,4,3,1,"SQ007","SQ006","SQ004","SQ004","SQ004","SQ007",3,4,3,3,2,2,3,2,3,2,1,1,4,4,4,3,1,1,1,3,4,2,1,2,3,4,2,3,3,1,2,4,2,1,1,0,4,3,2,1,2,1,2,2,2,2,5,4,0,0,0,"A1","D1","D0","A1","A2","D0","D0","A1","A2","D0","D4","A1","A1","D1",291.48,55.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.77,NA,NA,NA,NA,NA,53.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
2280,2024-01-30 18:22:46,3,"el",229147665,2024-01-30 18:17:11,2024-01-30 18:22:46,"5.54.84.0","Β",3,"agric",2,2003,3,2,1,NA,"1","1",NA,1,1,1,1,NA,1,NA,1,1,2,3,3,1,4,5,2,5,7,7,1,1,6,6,5,4,4,3,4,6,6,7,"SQ005","SQ004","SQ006","SQ002","SQ002","SQ004",4,5,4,3,2,3,4,4,3,4,5,5,5,5,4,5,5,4,4,4,5,2,4,4,5,4,0,1,3,NA,4,5,4,5,0,3,5,4,0,0,1,5,3,1,5,5,5,1,0,3,0,"A2","D2","D0","A0","A1","D3","D2","A2","A1","D1","D1","A2","A1","D0",332.63,70.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.27,NA,NA,NA,NA,NA,39.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4","Socially_Engaged_Learners","4","4"
2281,2024-01-30 18:28:02,3,"el",628281436,2024-01-30 18:23:07,2024-01-30 18:28:02,"5.54.84.0","Β",4,"geolo",2,2003,3,1,1,NA,"1","1",NA,1,1,1,1,NA,1,NA,NA,NA,5,3,3,2,4,3,4,6,6,6,2,2,4,6,6,5,5,5,3,4,4,6,"SQ006","SQ004","SQ001","SQ007","SQ006","SQ004",5,4,4,2,1,NA,3,3,2,3,3,2,3,5,5,4,2,5,3,4,4,3,3,4,4,4,NA,2,5,6,4,4,3,3,0,2,1,3,1,0,0,3,3,1,1,3,4,NA,3,0,0,"A2","D1","D0","A1","A2","D0","D1","A2","A2","D1","D1","A2","A2","D0",292.2,64.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.05,NA,NA,NA,NA,NA,47.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
2282,2024-01-30 18:33:37,3,"el",25748647,2024-01-30 18:28:16,2024-01-30 18:33:37,"5.54.84.0","Β",5,"geolo",2,2003,3,4,1,NA,"1","1",NA,1,1,1,1,1,1,NA,1,NA,3,2,4,5,2,2,3,6,NA,4,2,2,3,4,6,4,5,5,7,4,4,6,"SQ006","SQ006","SQ001","SQ001","SQ001","SQ007",4,3,3,2,1,3,3,3,3,3,2,3,3,4,4,3,2,3,3,4,4,2,2,3,6,6,4,5,6,5,5,4,1,1,1,2,1,5,1,0,3,1,1,1,2,1,3,3,2,1,1,"A2","D1","D1","A2","A2","D1","D1","A2","A2","D0","D4","A2","A2","D1",318.35,55.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.85,NA,NA,NA,NA,NA,50.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4","Socially_Engaged_Learners","4","4"
2283,2024-01-30 18:57:53,3,"el",1122437567,2024-01-30 18:48:54,2024-01-30 18:57:53,"85.75.98.0","Α",2004,"mecen",1,2003,3,1,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,1,2,1,3,5,2,2,3,4,5,2,3,2,5,2,2,1,4,1,6,4,5,5,"SQ005","SQ006","SQ003","SQ004","SQ003","SQ005",4,3,4,2,1,4,5,5,4,4,3,4,4,5,5,5,5,3,3,2,3,2,4,3,5,5,4,5,6,6,5,4,1,0,1,1,4,4,3,3,4,2,3,2,2,1,2,2,0,0,0,"A3","D2","D1","A2","A3","D0","D1","A3","A3","D2","D1","A2","A2","D0",536.69,80.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.57,NA,NA,NA,NA,NA,48.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2284,2024-01-30 19:04:14,3,"el",1644558436,2024-01-30 18:58:07,2024-01-30 19:04:14,"85.75.98.0","Α",2005,"mecen",1,2003,3,1,1,NA,"N","1",NA,1,1,1,1,NA,1,1,NA,1,2,2,2,5,4,3,2,6,6,2,1,1,7,4,2,1,1,1,6,3,3,6,"SQ004","SQ002","SQ002","SQ001","SQ007","SQ004",4,5,4,2,1,3,2,3,2,2,2,3,1,5,5,2,5,1,1,3,3,2,2,2,5,6,5,4,6,6,6,1,1,0,0,0,1,5,2,3,1,0,0,4,1,0,3,3,3,0,1,"A1","D1","D1","A0","A1","D0","D1","A1","A2","D0","D1","A1","A3","D3",362.78,73.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.3,NA,NA,NA,NA,NA,59.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"3","Balanced_Learners","3","3"
2285,2024-01-30 19:11:53,3,"el",807933198,2024-01-30 19:04:40,2024-01-30 19:11:53,"85.75.98.0","Α",2006,"mecen",1,2003,3,1,1,NA,"N","1",NA,1,NA,1,1,NA,1,NA,1,NA,4,2,4,5,2,3,2,4,4,6,2,1,7,6,2,5,5,2,7,7,7,7,"SQ007","SQ003","SQ004","SQ001","SQ003","SQ004",4,3,2,4,2,3,5,5,5,4,2,2,1,1,1,1,3,1,1,1,1,1,2,2,3,2,1,2,6,6,4,3,2,2,0,0,4,5,1,3,3,4,0,0,0,0,3,1,1,0,1,"A0","D1","D0","A0","A0","D0","D0","A0","A0","D0","D4","A0","A1","D0",430.34,69.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.73,NA,NA,NA,NA,NA,62.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2286,2024-01-30 19:18:10,3,"el",942189305,2024-01-30 19:12:07,2024-01-30 19:18:10,"85.75.98.0","Α",2007,"mecen",1,2003,3,1,1,NA,"N","1",NA,1,1,1,1,NA,1,1,NA,NA,4,3,4,4,3,3,3,2,3,4,6,6,4,1,1,1,4,4,5,1,1,1,"SQ004","SQ004","SQ007","SQ007","SQ007","SQ004",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,4,4,0,2,4,3,2,4,2,2,2,2,0,4,0,1,1,1,1,1,"A2","D3","D2","A1","A2","D2","D1","A1","A2","D1","D1","A1","A2","D1",359.75,83.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.99,NA,NA,NA,NA,NA,65.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
2287,2024-01-30 19:23:15,3,"el",1356641592,2024-01-30 19:18:41,2024-01-30 19:23:15,"85.75.98.0","Α",2008,"mecen",2,2003,3,1,1,NA,"N","1",NA,1,1,1,1,NA,NA,NA,NA,NA,3,3,3,4,2,3,2,5,4,6,2,1,4,4,4,3,2,2,5,4,5,5,"SQ004","SQ005","SQ003","SQ003","SQ004","SQ003",3,4,2,4,2,4,3,2,2,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,4,3,3,1,5,2,4,4,2,0,0,1,0,1,2,0,1,2,1,0,2,0,3,3,1,1,0,"A0","D1","D1","A0","A1","D0","D0","A1","A1","D1","D4","A0","A0","D0",271.52,65.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.34,NA,NA,NA,NA,NA,46.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
